,Track,Album_Name,Artist,Release_Date,ISRC,All_Time_Rank,Track_Score,Spotify_Streams,Spotify_Playlist_Count,Spotify_Playlist_Reach,Spotify_Popularity,YouTube_Views,YouTube_Likes,TikTok_Posts,TikTok_Likes,TikTok_Views,YouTube_Playlist_Reach,Apple_Music_Playlist_Count,AirPlay_Spins,SiriusXM_Spins,Deezer_Playlist_Count,Deezer_Playlist_Reach,Amazon_Playlist_Count,Pandora_Streams,Pandora_Track_Stations,Soundcloud_Streams,Shazam_Counts,TIDAL_Popularity,Explicit_Track,numero_ligne,Pandora_Track,spotify_artist_id,spotify_followers_feb25,artist_genres
54,Blinding Lights,Blinding Lights,The Weeknd,2019-11-29,USUG11904206,56,194.0,4281468720,590392,165544011,83.0,0,10093211,2882064,337322563,3501177394,2258085924,859.0,1695240,0,564,0,184,489299762,"319,634",28659471,28994660,,0,56,489299762,1Xyo4u8uXC1ZmMpatF05PJ,100161429,Error: 429
4102,Blinding Lights,Blinding Lights,xSyborg,2021-03-13,QZLBC2302779,4229,20.5,4261328190,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,4250,0,1WAbp7edewKZGadOCmhlJg,1334,Error: 429
52,Shape of You,Shape of You,Ed Sheeran,2017-01-06,GBAHS1600463,54,195.1,3909458734,316378,148037882,80.0,0,45770887,2270315,194420058,2320856331,2294804623,465.0,402829,282,512,0,115,733565655,"651,557",78149375,1146246,,0,54,733565655,6eUKZXaKkcviH0Ku9w2n3V,119113661,Error: 429
1573,Shape of You,Shape of You,xSyborg,2021-02-20,QZLBC2302789,1807,36.3,3888356417,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,1634,0,1WAbp7edewKZGadOCmhlJg,1334,Error: 429
127,Someone You Loved,Breach,Lewis Capaldi,2018-11-08,DEUM71807062,133,129.7,3427498835,338763,160553919,82.0,0,20891433,1940473,212007614,2161032034,2333853734,408.0,600211,381,502,0,110,427212257,"357,540",0,29266297,,0,133,427212257,4GNC7GD6oZMSxPGyXy4MNB,13273454,Error: 429
110,Sunflower - Spider-Man: Into the Spider-Verse,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone,2018-10-18,USUM71814888,116,143.9,3358704125,392082,123917182,79.0,0,19410390,2714134,178829434,1597453878,484189798,351.0,273683,0,86,0,99,546367356,"906,813",0,1569935,,0,115,546367356,246dkjvS1zLTtiykXe5h60,46531018,Error: 429
19,As It Was,As It Was,Harry Styles,2022-03-31,USSM12200612,20,292.0,3301814535,407119,169783402,87.0,0,9101589,2755903,1633970617,15405881843,7289707052,455.0,1777811,0,330,0,189,132624772,"79,909",0,14967379,,0,20,132624772,6KImCVD70vtIoJWnq6nGn3,33464649,Error: 429
3281,As It Was,As It Was (Official Video),Harry Styles,2022-03-31,USSM22200594,3410,23.5,3299082422,1,1,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,3402,0,6KImCVD70vtIoJWnq6nGn3,33464649,Error: 429
251,Starboy,Starboy,The Weeknd,2016-09-22,USUG11600976,265,95.7,3291262413,366133,98022646,84.0,0,14968547,262780,52707882,375498232,218584786,341.0,68441,148,118,0,67,331295154,"418,888",23612071,15648166,,1,263,331295154,1Xyo4u8uXC1ZmMpatF05PJ,100161429,Error: 429
497,One Dance,One Dance (feat. Wizkid & Kyla) - Single,Drake,2016-04-04,USCM51600028,518,67.9,3192204066,379853,131832723,82.0,0,5068762,2381341,51227212,388544079,6670180,550.0,184311,932,165,0,97,714508129,"601,041",0,21316589,,0,518,714508129,3TVXtAsR1Inumwj472S9r4,96238154,Error: 429
2311,STAY (with Justin Bieber),Stay,The Kid LAROI,2021-07-09,USSM12104470,2385,29.2,3107100349,11726,2225897,53.0,0,0,0,0,0,0,146.0,0,0,1,0,20,0,,0,15411173,,0,2394,0,2tIP7SsRs7vjIcLrU85W8J,6108722,Error: 429
25,STAY (with Justin Bieber),STAY (with Justin Bieber),The Kid LAROI,2021-07-09,USSM12103949,27,266.3,3107100349,451732,134793519,78.0,0,14661425,7485966,2246991336,23712377029,4327058646,513.0,1510151,0,166,0,128,196783487,"124,922",36341585,0,,1,27,196783487,2tIP7SsRs7vjIcLrU85W8J,6108722,Error: 429
38,Dance Monkey,Dance Monkey,Tones And I,2019-05-10,QZES71982312,40,214.5,3071214106,375201,64901153,71.0,0,27240268,10342366,393814740,5861939942,2428166573,549.0,573733,169,584,0,121,373294159,"844,198",37430204,44842636,,0,40,373294159,2NjfBq1NflQcKSeiDooVjY,2964573,Error: 429
113,Believer,Believer,Imagine Dragons,2017-01-31,USUM71700626,119,142.2,3006226762,335880,89243475,81.0,0,42240881,5745117,453132709,5876458723,276194776,226.0,253782,388,118,0,71,614578695,"844,301",2943611,21306706,,0,119,614578695,53XhwfbYqKCa1cC15pYq2q,56449731,Error: 429
67,Heat Waves,Heat Waves,Glass Animals,2020-06-29,GBUM72000433,71,175.0,2996181078,486278,112416489,82.0,0,14947520,1416295,513334446,5518429969,4899313022,459.0,1414326,0,170,0,95,122247640,"160,431",0,17848778,,0,71,122247640,4yvcSjfu4PC0CYQyLy4wSq,4408268,Error: 429
77,Perfect,ýý (Deluxe),Ed Sheeran,2017-03-03,GBAHS1700024,81,167.5,2969999682,280165,116921604,81.0,0,39632673,6642975,601244764,7647479866,1708317539,208.0,263386,129,343,0,102,617483078,"595,052",0,0,,0,81,617483078,6eUKZXaKkcviH0Ku9w2n3V,119113661,Error: 429
221,rockstar (feat. 21 Savage),rockstar,Post Malone,2017-09-15,USUM71710087,231,101.8,2960046642,352745,82442565,77.0,0,23334015,196242,40652322,456931528,370252952,235.0,149051,393,122,0,47,608645169,"632,152",0,19166675,,1,231,608645169,246dkjvS1zLTtiykXe5h60,46531018,Error: 429
780,Sweater Weather,I'm Sorry...,The Neighbourhood,2012-01-01,USSM11300080,809,53.9,2916412507,415650,149359220,85.0,0,18338729,1248637,324536571,2911383718,71486828,189.0,61334,39,114,0,9,384534750,"719,472",2565635,0,,0,814,384534750,77SW9BnxLY8rJ0RciFqkHh,19593702,Error: 429
164,Closer,Closer,The Chainsmokers,2016-07-29,USQX91601347,173,114.6,2880536961,285381,129399627,80.0,0,22091228,1103074,100536756,514053404,467800052,385.0,316965,467,284,0,78,819509308,"739,296",0,16185008,,0,173,819509308,69GGBxA162lTqCwzJG5jLp,20866536,Error: 429
444,Say You Won't Let Go,Say You Won't Let Go,James Arthur,2016-09-09,DEE861600586,462,71.5,2830962669,233504,128647419,82.0,0,11898213,1750319,96711415,792720612,1446089800,218.0,122867,68,114,0,52,662857879,"312,119",0,5869,,0,463,662857879,4IWBUUAFIplrNtaOHcJPRM,19706791,Error: 429
157,Seï¿½ï¿½o,Shawn Mendes (Deluxe),Shawn Mendes,2018-05-25,USUM71911283,165,117.6,2738293818,251033,108433327,74.0,0,26919886,5815851,140938643,1859977153,2305437038,380.0,531893,378,570,0,89,337815285,"426,555",0,15254141,,0,165,337815285,7n2wHs1TKAczGzO7Dd2rGr,44383242,Error: 429
232,Watermelon Sugar,Watermelon Sugar,Harry Styles,2019-11-17,USSM11912587,243,99.7,2708151499,298135,159003869,82.0,0,11269126,1375118,301076974,2738127473,2170262684,554.0,647363,914,557,0,101,133633509,"253,839",0,9612968,,0,243,133633509,6KImCVD70vtIoJWnq6nGn3,33464649,Error: 429
142,Don't Start Now,Don't Start Now,Dua Lipa,2019-10-31,GBAHT1901121,149,124.6,2607121959,270230,143953432,78.0,0,10239198,4725570,414013363,3535661993,2374637534,581.0,999941,954,632,0,118,313923242,"99,949",0,13421701,,0,149,313923242,6M2wZ9GZgrQXHCFfjv46we,45570134,Error: 429
261,Something Just Like This,Something Just Like This,The Chainsmokers,2017-02-22,USQX91700278,273,94.0,2596644721,278237,128709855,82.0,0,15242846,350848,80813727,631258708,277516825,315.0,409911,0,420,0,108,588568899,"197,928",0,16040973,,0,273,588568899,69GGBxA162lTqCwzJG5jLp,20866536,Error: 429
143,Lucid Dreams,Lucid Dreams,Juice WRLD,2018-05-04,USUG11800685,150,123.9,2548389305,339306,75858140,78.0,0,9384427,1900813,44442433,338071383,274498079,153.0,69562,132,54,0,36,259400789,"552,552",257459352,9308937,,1,150,259400789,4MCBfE4596Uoi2O4DtmEMz,38630016,Error: 429
2201,Take Me to Church,Take Me to Church EP,Hozier,2013-09-13,USSM11307291,2276,30.0,2544489950,113315,30950638,74.0,0,1963267,7069,172614084,1691376898,3808342,142.0,2168,0,18,0,30,602652861,"1,112,724",0,0,,0,2279,602652861,2FXC3k01G6Gw61bmprjgqS,8482204,Error: 429
1242,Take Me to Church,Take Me To Church,Hozier,2013-09-16,IEACJ1300031,1293,41.4,2544489950,238611,69693570,78.0,0,16798785,107362,35030283,261203495,319369976,172.0,282,148,116,0,24,0,,277623,29306436,,0,1296,0,2FXC3k01G6Gw61bmprjgqS,8482204,Error: 429
1178,Riptide,Ministry Of Sound Presents Chillout Sessions XVI,Vance Joy,2013-01-01,AULI01385760,1223,42.8,2541833602,369150,165607442,80.0,0,4627060,856131,383809767,3108986398,2161449,231.0,132498,171,91,0,70,0,,68063923,16496792,,0,1229,0,10exVja0key0uqUkk6LJRT,3297456,Error: 429
266,God's Plan,Diplomatic Immunity,Drake,2018-01-20,USCM51800004,278,92.9,2529948475,313741,79266167,77.0,0,19912225,640874,70576617,634177218,254153311,226.0,14465,442,103,0,76,527043451,"707,727",0,9512236,,1,278,527043451,3TVXtAsR1Inumwj472S9r4,96238154,Error: 429
939,Photograph,x (Wembley Edition),Ed Sheeran,2013-01-01,GBAHS1400094,980,48.8,2525355904,208671,121163411,77.0,0,9916244,1459274,502385405,4406781129,1706776803,249.0,89818,80,234,0,54,450907868,"190,210",35594470,17163765,,0,983,450907868,6eUKZXaKkcviH0Ku9w2n3V,119113661,Error: 429
156,bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,USUM71900764,164,117.7,2516804300,296739,113315017,76.0,0,26239833,3774645,177247662,1409756969,2066888119,432.0,353076,0,258,0,174,229833113,"534,958",0,18994040,,0,164,229833113,6qqNVTkY8uBg9cP3Jd7DAH,107556925,Error: 429
3144,Thinking out Loud,Full Circle: The Live Anthology,Ed Sheeran,2011-11-20,GBAHS1400099,3253,24.1,2502925593,212574,119020197,76.0,0,3399564,168386,63593438,548933681,25654740,360.0,197343,100,346,0,80,0,,0,26904347,,0,3262,0,6eUKZXaKkcviH0Ku9w2n3V,119113661,Error: 429
4016,Bohemian Rhapsody,Absolute Greatest,Queen,2009-11-16,GBCEE0900148,4147,20.8,2486908570,264,18456,,0,14592615,0,0,0,1516220978,,0,0,0,0,0,0,,0,0,,0,4159,0,1dfeR4HaWDbWqFHLkxsg1d,52997096,Error: 429
161,Circles,Circles,Post Malone,2019-08-30,USUM71915699,170,116.0,2481391466,332437,124491320,80.0,0,8490012,83111,26892604,273522601,841624305,355.0,1015731,413,311,0,69,448494186,"212,174",0,13634519,,0,170,448494186,246dkjvS1zLTtiykXe5h60,46531018,Error: 429
855,Counting Stars,Native (Standard),OneRepublic,2013-01-01,USUM71301306,892,51.1,2466006842,343135,114346295,81.0,0,2956756,382991,125290160,1245061983,149045425,198.0,237316,170,138,0,40,1394055006,"1,085,579",0,118910,,0,895,1394055006,5Pwc4xIPtQLFEnJriah9YJ,17952599,Error: 429
194,Shallow,Shallow,Lady Gaga,2018-09-27,USUM71813192,204,106.9,2447973078,221822,90174192,78.0,0,15274815,52698,11103476,168789459,2310840501,261.0,228874,135,158,0,95,387105091,"651,760",1196386,153863,,0,203,387105091,1HY2Jd0NmPuamShAr6KMms,35021317,Error: 429
1782,Another Love,Songs from Another Love,Tom Odell,2012-01-01,GBARL1300107,1842,33.9,2444335468,380675,168483196,83.0,0,9104648,452786,77257465,714451407,858018753,137.0,36017,8,195,0,30,0,,0,0,,1,1847,0,2txHhyCwHjUEpJjWrEyqyX,4118675,Error: 429
510,Love Yourself,Love Yourself,Justin Bieber,2015-11-09,USUM71516761,530,66.8,2423583406,221550,85152861,78.0,0,11828484,412296,54794151,546197873,1521238263,287.0,216976,210,114,0,68,579271026,"399,649",0,16182850,,0,531,579271026,1uNFoZAHBGtllmzznpCI3s,80830577,Error: 429
1383,Can't Hold Us - feat. Ray Dalton,The Heist,Macklemore & Ryan Lewis,2012-10-09,GMM881200021,1430,38.9,2397109372,287524,83050639,74.0,0,11301317,202552,75080554,715739402,180177990,23.0,0,185,29,0,0,0,,0,29296074,,0,1439,0,3JhNCzhSMTxs9WLGJJxWOY,2578189,Error: 429
528,goosebumps,Birds In The Trap Sing McKnight,Travis Scott,2016-09-16,USSM11607555,549,65.5,2396737761,381756,90317118,82.0,0,12947143,1025273,181634476,1545294272,202525787,210.0,38443,51,82,0,30,350431346,"278,196",0,8025643,,1,551,350431346,0Y5tJX1MQlPlqiwlOH1tJY,37010815,Error: 429
195,Thunder,Thunder,Imagine Dragons,2017-04-27,USUM71704167,203,106.9,2384768901,244951,88329475,79.0,0,16780231,1839173,79131934,906537912,222980374,225.0,273249,509,226,0,43,688060560,"1,104,391",0,13844050,,0,204,688060560,53XhwfbYqKCa1cC15pYq2q,56449731,Error: 429
469,All of Me,Love In The Future (South Africa Tour Edition),John Legend,2012-01-01,USSM11303954,487,69.8,2382407025,259202,144805002,80.0,0,17820289,536497,59268693,643209321,1769031393,295.0,225220,341,229,0,107,1043817740,"1,278,265",0,28058207,,0,488,1043817740,5y2Xq6xcjJb2jVM54GHK3t,7435121,Error: 429
3307,All of Me - Radio Edit,"ýý3 Greatest Hits, Vol. 66",John Legend,2014-06-27,USSM11400599,3411,23.5,2379787239,362,74085,20.0,0,74275,0,0,0,0,4.0,1684,0,1,175,0,0,,162140441,0,,0,3429,0,5y2Xq6xcjJb2jVM54GHK3t,7435121,Error: 429
418,Wake Me Up,TRUE,Avicii,2013-01-01,SEUM71301326,436,73.7,2325017580,347004,112575684,81.0,0,17924466,349966,33433988,360378218,351953763,302.0,358498,230,213,0,87,311299334,"837,891",0,28653448,,0,437,311299334,1vCWHaC5f2uS3yhpwWbIA6,23413782,Error: 429
467,Stressed Out,Stressed Out,Twenty One Pilots,2015-04-28,USAT21500597,482,70.1,2313532702,333612,85684817,79.0,0,22573742,440911,82148305,664725202,508271083,10.0,257332,288,93,0,50,0,,0,0,,0,486,0,3YQKmKGau1PzlVlkL1iodx,25112142,Error: 429
371,The Hills,The Hills,The Weeknd,2015-05-27,USUG11500737,388,77.5,2306740926,333310,91689799,80.0,0,15819333,1064662,140355034,1174129136,297672687,178.0,9129,131,67,0,30,665990282,"568,806",22542449,17199384,,1,388,665990282,1Xyo4u8uXC1ZmMpatF05PJ,100161429,Error: 429
1913,Wake Me Up (Remix),Dance Essentials 2,Nick White,2022-04-01,USY252283746,2192,32.4,2300429829,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,1981,0,5y27MCDmD8pVLgep3Fp9GA,331,Error: 429
815,Demons,Continued Silence - EP,Imagine Dragons,2012-01-01,USUM71201071,847,52.8,2270796677,263640,71470111,80.0,0,12375429,261866,25465591,296361891,273191644,70.0,144439,465,88,0,29,1087793804,"553,855",26345651,18161724,,0,850,1087793804,53XhwfbYqKCa1cC15pYq2q,56449731,Error: 429
1514,Die For You,Starboy,The Weeknd,2016-11-25,USUG11601011,1565,37.0,2265551950,185803,50288436,74.0,0,1132990,166776,120865394,879722331,0,131.0,479013,128,44,0,35,166351423,"84,689",25327834,0,,0,1574,166351423,1Xyo4u8uXC1ZmMpatF05PJ,100161429,Error: 429
262,7 rings,7 rings,Ariana Grande,2019-01-18,USUM71900110,274,93.9,2262490403,179865,89518199,77.0,0,22206277,3040090,282688098,2620954252,2185559044,220.0,176589,945,87,0,76,301142482,"409,686",0,7983512,,1,274,301142482,66CXWjxzNUsdJxJ2JdwvnR,103752199,Error: 429
465,Let Her Go,Let Her Go,Passenger,2012-07-27,GBMQN1200012,484,70.1,2252713547,84884,25149126,69.0,0,18261574,822,19565297,198665893,1802593895,153.0,128380,0,12,0,14,992473803,"965,474",57076563,0,,0,484,992473803,0gadJ2b9A4SKsB1RFkBb66,3551772,Error: 429
3427,Let Her Go,All The Little Lights,Passenger,2012-01-01,GBMQN1100004,3534,22.9,2252713547,205647,46729104,73.0,0,4118839,244760,66168928,641996440,78846239,192.0,1578,288,103,0,13,0,,0,33584600,,0,3556,0,0gadJ2b9A4SKsB1RFkBb66,3551772,Error: 429
912,No Role Modelz,2014 Forest Hills Drive,J. Cole,2014-12-09,USQX91402598,955,49.3,2235160830,403355,73668045,81.0,0,4852226,744556,138864977,885273359,184893947,115.0,11860,61,41,0,21,657042048,"203,470",0,5513979,,1,955,657042048,6l3HvQ5sa6mXTsMTB19rO5,25728141,Error: 429
447,HUMBLE.,HUMBLE.,Kendrick Lamar,2017-03-31,USUM71703085,466,71.4,2226869580,311766,77191099,80.0,0,11551257,1180701,90304316,769720113,209307607,357.0,84979,692,111,0,94,562540114,"476,433",0,7692756,,1,466,562540114,2YZyLoL8N0Wb9xBt1NhZWg,37990281,Error: 429
277,SAD!,SAD!,XXXTENTACION,2018-03-02,USUG11800208,289,90.5,2218531106,263801,60437070,75.0,0,26301389,1295895,58018849,435340082,178579824,77.0,21340,107,45,0,17,187658592,"508,457",79154715,3798652,,1,289,187658592,15UsOTVnJzReFVN1VCnxy4,49097458,Error: 429
2144,"Lose Yourself - From ""8 Mile"" Soundtrack",8 Mile,Eminem,2002-10-29,USIR10211559,2222,30.4,2194935773,345119,97808878,75.0,0,9892246,69588,1476678,20114190,339086425,252.0,166938,0,127,0,75,804134471,"703,535",0,10419522,,1,2218,804134471,7dGJo4pcD2V6oG8kP0tJRR,97568991,Error: 429
3332,Do I Wanna Know?,Do I Wanna Know?,Arctic Monkeys,2013-01-01,GBCEL1300332,3432,23.3,2188592950,11669,2167817,46.0,0,10641718,0,0,0,276011994,7.0,86851,0,11,0,9,0,,0,0,,0,3455,0,7Ln80lUS6He07XvHI8qqHH,28942790,Error: 429
1777,Do I Wanna Know?,AM,Arctic Monkeys,2013-01-01,GBCEL1300362,1837,33.9,2188592950,361827,91030520,81.0,0,4610448,13917,12237124,71629637,56377,149.0,2204,71,103,0,34,308026596,"156,277",0,10708249,,0,1842,308026596,7Ln80lUS6He07XvHI8qqHH,28942790,Error: 429
433,Cruel Summer,Lover,Taylor Swift,2019-08-23,USUG11901472,451,72.8,2188247133,121479,201964859,88.0,0,2291619,3233521,465904062,4967025679,822448758,273.0,913464,0,122,0,117,60954563,"84,157",2171676,3476323,,0,452,60954563,06HL4z0CvFAxyc27GXpf02,132615138,Error: 429
3490,I Wanna Be Yours,AM,Arctic Monkeys,2013-01-01,GBCEL1300373,3597,22.6,2185240293,277753,129062801,86.0,0,1268458,2636,16502076,105020737,0,39.0,2746,0,36,0,35,38918532,"20,659",0,4280207,,0,3619,38918532,7Ln80lUS6He07XvHI8qqHH,28942790,Error: 429
2262,drivers license,drivers license,Olivia Rodrigo,2021-01-08,USUG12004750,2341,29.5,2184754018,9903,2638527,57.0,0,0,0,0,0,0,51.0,523873,0,2,424,0,0,,0,0,,0,2343,0,1McMsnEElThX1knmY4oliG,43793791,Error: 429
216,drivers license,drivers license,Olivia Rodrigo,2021-01-08,USUG12004749,226,102.9,2184754018,250778,70173770,79.0,0,18682671,1365848,617386471,3781894216,642666612,347.0,4173,272,214,0,72,77733001,"230,402",0,11006064,,1,226,77733001,1McMsnEElThX1knmY4oliG,43793791,Error: 429
977,One Kiss (with Dua Lipa),Dua Lipa (Complete Edition),Calvin Harris,2015-01-01,GBARL1800368,1024,47.5,2178606166,291456,162511602,79.0,0,8723122,1932873,174361744,1597020461,706333060,458.0,160995,376,548,0,103,141238520,"81,291",0,15829169,,0,1025,141238520,7CajNmpbOovFoOoasH2HaY,23067742,Error: 429
3245,Mr. Brightside,Hot Fuss,The Killers,2004-01-01,USIR20400274,3346,23.7,2174022106,326294,118562432,81.0,0,1687112,95566,41707356,294739225,3411865,293.0,210197,217,117,0,51,782100080,"350,688",0,8538303,,0,3365,782100080,0C0XlULifJtAgn6ZNCW2eu,7697319,Error: 429
967,good 4 u,good 4 u,Olivia Rodrigo,2021-05-14,USUG12101253,1009,47.8,2167768056,12805,3065794,54.0,0,0,0,0,0,0,93.0,819886,0,6,0,2,0,,0,7171230,,0,1013,0,1McMsnEElThX1knmY4oliG,43793791,Error: 429
155,good 4 u,good 4 u,Olivia Rodrigo,2021-05-14,USUG12101245,163,117.8,2167768056,309421,72787213,79.0,0,11098007,1893481,1080682523,8186754429,2285796743,355.0,4835,0,98,0,102,119030447,"170,032",19263268,0,,1,163,119030447,1McMsnEElThX1knmY4oliG,43793791,Error: 429
463,Treat You Better,Treat You Better,Shawn Mendes,2016-06-03,USUM71604711,481,70.2,2164074552,183260,79238401,80.0,0,14538731,656214,34125620,218876789,1763875267,110.0,229473,361,370,0,25,406331285,"165,727",0,9988881,,0,482,406331285,7n2wHs1TKAczGzO7Dd2rGr,44383242,Error: 429
386,Let Me Love You,Encore,DJ Snake,2016-08-05,QMZSY1600015,403,76.2,2147028486,205482,89333146,80.0,0,18290642,4116973,49564235,528988791,1945612445,239.0,192774,208,163,0,97,418986672,"113,233",0,15320597,,0,404,418986672,540vIaP2JwjQb9dm3aArA4,9041667,Error: 429
1638,Without Me,Suicide Squad: The Album (Collector's Edition),Eminem,2016-08-04,USAT21602011,1696,35.5,2146682342,7361,1065772,,0,13961810,0,0,0,509617644,,0,0,0,0,0,0,,0,0,,1,1700,0,7dGJo4pcD2V6oG8kP0tJRR,97568991,Error: 429
3104,Without Me,The Source - Hip Hop Hits Vol. 6,Eminem,2002-01-01,USIR10211038,3210,24.3,2146682342,397228,83160830,83.0,0,3552978,761633,27141268,177890147,22608265,118.0,2668,69,83,0,38,424694899,"223,248",36224403,13371463,,1,3222,424694899,7dGJo4pcD2V6oG8kP0tJRR,97568991,Error: 429
287,Happier,Happier - Single,Marshmello,2018-08-16,USUG11801651,299,87.9,2143821605,220298,53040597,16.0,0,18732541,1228334,96907387,809336882,2340278160,209.0,390418,293,444,0,73,375500033,"584,098",0,10193237,,0,299,375500033,64KEffDW9EtZ1y2vBYgq8T,34101435,Error: 429
602,SICKO MODE,ASTROWORLD,Travis Scott,2018-08-03,USSM11806660,626,60.9,2134271997,330314,97027433,77.0,0,2036075,1159868,262664925,2562546341,8490,286.0,79741,107,70,0,115,307942023,"300,265",0,10345810,,1,629,307942023,0Y5tJX1MQlPlqiwlOH1tJY,37010815,Error: 429
1800,XO Tour Llif3,Luv Is Rage 2,Lil Uzi Vert,2017-08-25,USAT21703440,1855,33.7,2123458039,250221,69341164,77.0,0,2350373,972025,39843516,293246122,9538431,6.0,185,155,15,0,0,0,,0,28504,,1,1865,0,4O15NlyKLIASxsJ0PrXPfz,18471879,Error: 429
540,XO Tour Llif3,XO TOUR Llif3,Lil Uzi Vert,2017-03-24,USAT21700684,562,64.2,2123458039,59071,11326598,24.0,0,2597999,12978,2359976,17150790,1106864,210.0,37617,0,21,0,20,373744739,"241,816",264706631,5943217,,1,564,373744739,4O15NlyKLIASxsJ0PrXPfz,18471879,Error: 429
4059,When I Was Your Man,Unorthodox Jukebox,Bruno Mars,2012-12-07,USAT21206701,4187,20.7,2106040891,231184,111114931,81.0,0,2172034,237576,72740220,624816222,27825601,104.0,152868,228,184,0,39,0,,0,0,,0,4205,0,0du5cEVh5yTK9QJze8zA0C,68025103,Error: 429
2537,Viva La Vida,Meu Pai ï¿½ï¿½ do ,Coldplay,2005-09-21,GBAYE0800265,2619,27.5,2102223775,335772,128128093,80.0,0,8707376,1619542,244469571,2264301241,1233854544,93.0,258525,208,174,0,94,0,,0,54637,,0,2639,0,4gzpq5DPGxSnKTe4SA8HAU,56782417,Error: 429
1425,Just the Way You Are,Just The Way You Are,Bruno Mars,2010-07-20,USAT21001269,1477,38.1,2099862852,233719,148404419,79.0,0,10649958,372986,48743057,411934018,1777493774,174.0,331536,429,123,0,65,0,,0,9609553,,0,1482,0,0du5cEVh5yTK9QJze8zA0C,68025103,Error: 429
1503,New Rules,Dua Lipa (Complete Edition),Dua Lipa,2015-01-01,GBAHT1600310,1561,37.1,2098443322,158842,106310954,75.0,0,3549062,4551367,132602419,1171223563,222121489,387.0,180202,369,345,0,72,328602850,"152,884",0,12753303,,0,1563,328602850,6M2wZ9GZgrQXHCFfjv46we,45570134,Error: 429
1184,The Night We Met,The Night We Met,Lord Huron,2015-02-09,US53Q1200103,1226,42.7,2097181065,286668,123211490,84.0,0,8866507,451668,239330349,1722597041,7770380,78.0,11224,43,49,0,44,288302729,"147,940",2601964,8832956,,0,1235,288302729,6ltzsmQQbmdoHHbLZ4ZN25,1902272,Error: 429
252,Sorry,Sorry,Justin Bieber,2015-10-23,USUM71516760,264,95.7,2089476497,179545,89286647,78.0,0,22464625,2463600,48687438,376376728,1959373484,401.0,237066,402,161,0,85,420093148,"519,614",475010,9657077,,0,264,420093148,1uNFoZAHBGtllmzznpCI3s,80830577,Error: 429
2086,Stay With Me,Full Circle: The Live Anthology,Sam Smith,2011-11-20,GBUM71308833,2152,31.0,2086460781,167759,96423336,77.0,0,1603354,83399,40678590,264665397,2879491,259.0,17500,0,271,0,92,1143671622,"717,529",0,12655149,,0,2158,1143671622,2wY79sveU1sp5g7SokKOiI,25323230,Error: 429
817,Lean On (feat. Mï¿½ï¿½ & DJ Sn,Full Circle: The Live Anthology,Major Lazer,2011-11-20,QMUY41500008,846,52.8,2080878370,242511,79506771,76.0,0,2370617,270919,33270068,289518843,216000,497.0,168731,0,250,0,96,649970533,"356,393",231244214,26993119,,1,852,649970533,738wLrAtLtCtFOLvQBXOXp,6252679,Error: 429
363,That's What I Like,24K Magic,Bruno Mars,2016-11-17,USAT21602948,378,79.3,2075459887,209632,84707015,80.0,0,17077084,604526,100008149,704916578,408244698,142.0,57222,316,270,0,44,666715599,"500,761",0,0,,0,379,666715599,0du5cEVh5yTK9QJze8zA0C,68025103,Error: 429
175,Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,2020-03-27,GBAHT2000942,184,111.3,2074721986,255296,109442317,77.0,0,15432964,858364,324510578,2649555956,4124133645,388.0,476547,659,250,0,46,188728577,"98,317",0,7948325,,0,184,188728577,6M2wZ9GZgrQXHCFfjv46we,45570134,Error: 429
168,Havana (feat. Young Thug),Havana,Camila Cabello,2017-08-03,USSM11706905,177,112.8,2072182782,194332,86159672,75.0,0,32333846,1314091,53911465,546650805,2137655536,342.0,175317,563,541,0,95,455553499,"772,600",0,16095913,,0,177,455553499,4nDoRrQiYLoBzwC5BhVJzF,34594410,Error: 429
436,Unforgettable,EPIC AF,French Montana,2017-01-01,USSM11703478,454,72.6,2065697126,275044,91691537,82.0,0,11604315,133949,68712610,631867114,402513671,191.0,105138,267,114,0,45,505767047,"265,307",0,0,,1,455,505767047,6vXTefBL93Dj5IqAWq6OTv,5657636,Error: 429
561,Too Good At Goodbyes,Too Good At Goodbyes,Sam Smith,2017-09-08,GBUM71704089,584,62.9,2061017397,157801,71564108,78.0,0,11184649,742139,16133167,118957400,1820962866,174.0,43816,30,110,0,41,323918078,"170,501",0,8024678,,0,587,323918078,2wY79sveU1sp5g7SokKOiI,25323230,Error: 429
1739,In the End,Hybrid Theory (Bonus Track Version),Linkin Park,2000-10-24,USWB10002407,1803,34.3,2045512421,324745,99290558,82.0,0,17765456,522553,63993059,729532806,1256171581,16.0,186149,357,117,0,52,832288547,"304,965",29420155,26145,,0,1803,832288547,6XyY86QOPPrYVGvF9ch6wz,28825788,Error: 429
